Project Nick,Project,BioSample_s,SRA_Sample_s,Run_s,LibrarySource_s,LibraryLayout_s,InsertSize_l,MBases_l,Sample_Name_s,Library_Name_s,cultivar_s,ReadGroup,,Leafly Name,Leafly URL,TEMP Sortable
Phylos 2016,SRP092005,SAMN05937732,SRS1757997,SRR4448258,GENOMIC,PAIRED,0,193,29bfbb318e9c-TSCA_Purple_Pineapple_Afghani,29bfbb318e9c-TSCA,Purple_Pineapple_Afghani,1,,,,Purple_Pineapple_Afghani
Courtagen,SRP064442,SAMN04155928,SRS1107965,SRR2584295,GENOMIC,PAIRED,0,242,PurplePrince-RAD,PurplePrince_RAD,Purple_Prince,1,,,,Purple_Prince
Courtagen,SRP064442,SAMN04155928,SRS1107965,SRR2584296,GENOMIC,PAIRED,0,242,PurplePrince-RAD,PurplePrince_RAD,Purple_Prince,2,,,,Purple_Prince
Phylos 2016,SRP092005,SAMN05937953,SRS1758177,SRR4448438,GENOMIC,PAIRED,0,237,87e1855725c8-TSCA_Purple_Sour_Diesel,87e1855725c8-TSCA,Purple_Sour_Diesel,1,,,,Purple_Sour_Diesel
Phylos 2016,SRP092005,SAMN05937626,SRS1760280,SRR4451117,GENOMIC,PAIRED,0,543,c372e0287fcd-TSCA_Purple_Urkel,c372e0287fcd-TSCA,Purple_Urkel,1,,Purple Urkle,https://www.leafly.com/indica/purple-urkle,Purple Urkle
Phylos 2016,SRP092005,SAMN05937827,SRS1758069,SRR4448330,GENOMIC,PAIRED,0,75,510db7739fb8-TSCA_Purple_Urkle,510db7739fb8-TSCA,Purple_Urkle,1,,Purple Urkle,https://www.leafly.com/indica/purple-urkle,Purple Urkle
Phylos 2016,SRP092005,SAMN05937815,SRS1758150,SRR4448410,GENOMIC,PAIRED,0,110,493f56a296c7-TSCA_Purple_Urkle,493f56a296c7-TSCA,Purple_Urkle,1,,Purple Urkle,https://www.leafly.com/indica/purple-urkle,Purple Urkle
Phylos 2016,SRP092005,SAMN05939418,SRS1759443,SRR4450095,GENOMIC,PAIRED,0,271,PGT-13070_PurPur_TI,PGT-13070,PurPur_TI,1,,,,PurPur_TI
Phylos 2016,SRP092005,SAMN05938195,SRS1758342,SRR4448603,GENOMIC,PAIRED,0,287,PGT-12288-12011_R4,PGT-12288-12011,R4,1,,R-4,https://www.leafly.com/hybrid/r-4,R-4
Phylos 2016,SRP092005,SAMN05939412,SRS1759473,SRR4450125,GENOMIC,PAIRED,0,273,PGT-13063_Raziel,PGT-13063,Raziel,1,,,,Raziel
Courtagen,SRP064442,SAMN04155929,SRS1107963,SRR2584298,GENOMIC,PAIRED,0,479,Recon-RAD,Recon_RAD,Recon,1,,Recon,https://www.leafly.com/indica/recon,Recon
Courtagen,SRP064442,SAMN04155929,SRS1107963,SRR2584299,GENOMIC,PAIRED,0,479,Recon-RAD,Recon_RAD,Recon,2,,Recon,https://www.leafly.com/indica/recon,Recon
Phylos 2016,SRP092005,SAMN05937556,SRS1760290,SRR4451128,GENOMIC,PAIRED,0,167,a2f5210beb24-TSCA_Red_Beard,a2f5210beb24-TSCA,Red_Beard,1,,,,Red_Beard
Phylos 2016,SRP092005,SAMN05938089,SRS1758457,SRR4448719,GENOMIC,PAIRED,0,143,f328f0079637-TSCA_Red_Congo,f328f0079637-TSCA,Red_Congo,1,,,,Red_Congo
Phylos 2016,SRP092005,SAMN05937700,SRS1757991,SRR4448252,GENOMIC,PAIRED,0,110,1f1991191ced-TSCA_Remedy,1f1991191ced-TSCA,Remedy,1,,Remedy,https://www.leafly.com/indica/remedy,Remedy
Phylos 2016,SRP092005,SAMN05937680,SRS1758043,SRR4448304,GENOMIC,PAIRED,0,100,18ac39535eaa-TSCA_Remedy,18ac39535eaa-TSCA,Remedy,1,,Remedy,https://www.leafly.com/indica/remedy,Remedy
Phylos 2016,SRP092005,SAMN05937669,SRS1757943,SRR4448204,GENOMIC,PAIRED,0,200,15985745ae7c-TSCA_Remedy_29_19-2,15985745ae7c-TSCA,Remedy_29_19-2,1,,Remedy,https://www.leafly.com/indica/remedy,Remedy
Phylos 2016,SRP092005,SAMN05939417,SRS1759442,SRR4450094,GENOMIC,PAIRED,0,242,PGT-13069_Richard_VI,PGT-13069,Richard_VI,1,,,,Richard_VI
Courtagen,SRP064442,SAMN04155930,SRS1107973,SRR2584300,GENOMIC,PAIRED,0,629,Ringo-RAD,Ringo_RAD,Ringo,1,,OG Ringo,https://www.leafly.com/hybrid/og-ringo,OG Ringo
Phylos 2016,SRP092005,SAMN05938046,SRS1758401,SRR4448662,GENOMIC,PAIRED,0,151,d99ffb850fa1-TSCA_Ripped_Bubba,d99ffb850fa1-TSCA,Ripped_Bubba,1,,Ripped Bubba,https://www.leafly.com/hybrid/ripped-bubba,Ripped_Bubba
Phylos 2016,SRP092005,SAMN05939424,SRS1759438,SRR4450090,GENOMIC,PAIRED,0,451,PGT-13077_Romanian_Hemp,PGT-13077,Romanian_Hemp,1,,Hemp,-,Hemp
Phylos 2016,SRP092005,SAMN05937907,SRS1758222,SRR4448483,GENOMIC,PAIRED,0,165,753cfbd4814c-TSCA_Romulan,753cfbd4814c-TSCA,Romulan,1,,,,Romulan
Phylos 2016,SRP092005,SAMN05938117,SRS1758438,SRR4448699,GENOMIC,PAIRED,0,149,fb4e21a35824-TSCA_Romulan_Cotton_Candy,fb4e21a35824-TSCA,Romulan_Cotton_Candy,1,,,,Romulan_Cotton_Candy
Phylos 2016,SRP092005,SAMN05937984,SRS1758248,SRR4448509,GENOMIC,PAIRED,0,120,92b3ce0b38c4-TSCA_Romulan_x_Grapefruit,92b3ce0b38c4-TSCA,Romulan_x_Grapefruit,1,,Romulan Grapefruit,https://www.leafly.com/hybrid/romulan-grapefruit,Romulan Grapefruit
Phylos 2016,SRP092005,SAMN05939419,SRS1759444,SRR4450096,GENOMIC,PAIRED,0,294,PGT-13071_Rooster,PGT-13071,Rooster,1,,,,Rooster
Phylos 2016,SRP092005,SAMN05938177,SRS1758299,SRR4448561,GENOMIC,PAIRED,0,248,PGT-12269-11997_Root_Beer_Float,PGT-12269-11997,Root_Beer_Float,1,,,,Root_Beer_Float
Phylos 2016,SRP092005,SAMN05938176,SRS1758301,SRR4448562,GENOMIC,PAIRED,0,272,PGT-12268-11988_Root_Beer_Float,PGT-12268-11988,Root_Beer_Float,1,,,,Root_Beer_Float
Phylos 2016,SRP092005,SAMN05938175,SRS1758309,SRR4448569,GENOMIC,PAIRED,0,274,PGT-12267-11996_Root_Beer_Float,PGT-12267-11996,Root_Beer_Float,1,,,,Root_Beer_Float
Phylos 2016,SRP092005,SAMN05938180,SRS1758333,SRR4448594,GENOMIC,PAIRED,0,304,PGT-12272-11998_Root_Beer_Float,PGT-12272-11998,Root_Beer_Float,1,,,,Root_Beer_Float
Phylos 2016,SRP092005,SAMN05938178,SRS1758335,SRR4448596,GENOMIC,PAIRED,0,24,PGT-12270-12005_Root_Beer_Float,PGT-12270-12005,Root_Beer_Float,1,,,,Root_Beer_Float
Phylos 2016,SRP092005,SAMN05938179,SRS1758336,SRR4448597,GENOMIC,PAIRED,0,326,PGT-12271-11992_Root_Beer_Float,PGT-12271-11992,Root_Beer_Float,1,,,,Root_Beer_Float
Phylos 2016,SRP092005,SAMN05937682,SRS1758041,SRR4448302,GENOMIC,PAIRED,0,527,199d08238464-TSCA_Rose_City_Cin,199d08238464-TSCA,Rose_City_Cin,1,,,,Rose_City_Cin
Phylos 2016,SRP092005,SAMN05937735,SRS1757992,SRR4448253,GENOMIC,PAIRED,0,153,2a7f4d3bf4e2-TSCA_Royal_Phoenix,2a7f4d3bf4e2-TSCA,Royal_Phoenix,1,,,,Royal_Phoenix
Phylos 2016,SRP092005,SAMN05937875,SRS1758128,SRR4448389,GENOMIC,PAIRED,0,260,6a191a085d41-TSCA_Royal_Purple_Diesel,6a191a085d41-TSCA,Royal_Purple_Diesel,1,,,,Royal_Purple_Diesel
Phylos 2016,SRP092005,SAMN05937619,SRS1760257,SRR4451094,GENOMIC,PAIRED,0,238,bf3fe16cfa91-TSCA_Royal_Rose_Kush,bf3fe16cfa91-TSCA,Royal_Rose_Kush,1,,,,Royal_Rose_Kush
Phylos 2016,SRP092005,SAMN05938086,SRS1758454,SRR4448714,GENOMIC,PAIRED,0,115,f0d6d5ae8af5-TSCA_RS2,f0d6d5ae8af5-TSCA,RS2,1,,,,RS2
Phylos 2016,SRP092005,SAMN05938049,SRS1758392,SRR4448653,GENOMIC,PAIRED,0,107,da6a2cfd3bab-TSCA_Ruby,da6a2cfd3bab-TSCA,Ruby,1,,,,Ruby
Phylos 2016,SRP092005,SAMN05938079,SRS1758374,SRR4448635,GENOMIC,PAIRED,0,227,edefa7de437e-TSCA_Ruby_Slipper,edefa7de437e-TSCA,Ruby_Slipper,1,,,,Ruby_Slipper
Phylos 2016,SRP092005,SAMN05937806,SRS1758143,SRR4448404,GENOMIC,PAIRED,0,226,450b8768aa0f-TSCA_S.P._ACDC,450b8768aa0f-TSCA,S.P._ACDC,1,,,,S.P._ACDC
Phylos 2016,SRP092005,SAMN05937796,SRS1758090,SRR4448351,GENOMIC,PAIRED,0,222,40a08661c071-TSCA_S.T.U_ACDC,40a08661c071-TSCA,S.T.U_ACDC,1,,,,S.T.U_ACDC
Phylos 2016,SRP092005,SAMN05937975,SRS1758156,SRR4448418,GENOMIC,PAIRED,0,149,9024917a6f67-TSCA_Sage,9024917a6f67-TSCA,Sage,1,,,,Sage
Phylos 2016,SRP092005,SAMN05938040,SRS1758395,SRR4448656,GENOMIC,PAIRED,0,134,d7fe4e5cb3dc-TSCA_San_Diego_Cat_Piss,d7fe4e5cb3dc-TSCA,San_Diego_Cat_Piss,1,,,,San_Diego_Cat_Piss
Phylos 2016,SRP092005,SAMN05937548,SRS1760368,SRR4451205,GENOMIC,PAIRED,0,141,0e9f494ecd8d-TSCA_Sanoma_Coma,0e9f494ecd8d-TSCA,Sanoma_Coma,1,,,,Sanoma_Coma
NCBI,SRP080857,SAMN05509018,SRS1598712,SRR3996328,TRANSCRIPTOMIC,PAIRED,0,420,GSM2258371,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 1",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509018,SRS1598712,SRR3996329,TRANSCRIPTOMIC,PAIRED,0,212,GSM2258371,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 1",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509018,SRS1598712,SRR3996330,TRANSCRIPTOMIC,PAIRED,0,237,GSM2258371,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 1",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509018,SRS1598712,SRR3996331,TRANSCRIPTOMIC,PAIRED,0,205,GSM2258371,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 1",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509018,SRS1598712,SRR3996332,TRANSCRIPTOMIC,PAIRED,0,238,GSM2258371,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 1",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509018,SRS1598712,SRR3996333,TRANSCRIPTOMIC,PAIRED,0,272,GSM2258371,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 1",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509017,SRS1598713,SRR3996334,TRANSCRIPTOMIC,PAIRED,0,665,GSM2258372,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 2",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509017,SRS1598713,SRR3996335,TRANSCRIPTOMIC,PAIRED,0,339,GSM2258372,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 2",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509017,SRS1598713,SRR3996336,TRANSCRIPTOMIC,PAIRED,0,375,GSM2258372,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 2",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509017,SRS1598713,SRR3996337,TRANSCRIPTOMIC,PAIRED,0,324,GSM2258372,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 2",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509017,SRS1598713,SRR3996338,TRANSCRIPTOMIC,PAIRED,0,374,GSM2258372,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 2",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509017,SRS1598713,SRR3996339,TRANSCRIPTOMIC,PAIRED,0,429,GSM2258372,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 2",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509016,SRS1598714,SRR3996340,TRANSCRIPTOMIC,PAIRED,0,525,GSM2258373,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 3",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509016,SRS1598714,SRR3996341,TRANSCRIPTOMIC,PAIRED,0,265,GSM2258373,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 3",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509016,SRS1598714,SRR3996342,TRANSCRIPTOMIC,PAIRED,0,330,GSM2258373,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 3",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509016,SRS1598714,SRR3996343,TRANSCRIPTOMIC,PAIRED,0,312,GSM2258373,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 3",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509016,SRS1598714,SRR3996344,TRANSCRIPTOMIC,PAIRED,0,357,GSM2258373,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 3",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509016,SRS1598714,SRR3996345,TRANSCRIPTOMIC,PAIRED,0,387,GSM2258373,<not provided>,"Santhica 27, 15-days hypocotyl, biological replicate 3",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509015,SRS1598715,SRR3996346,TRANSCRIPTOMIC,PAIRED,0,253,GSM2258374,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 1",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509015,SRS1598715,SRR3996347,TRANSCRIPTOMIC,PAIRED,0,335,GSM2258374,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 1",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509015,SRS1598715,SRR3996348,TRANSCRIPTOMIC,PAIRED,0,377,GSM2258374,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 1",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509015,SRS1598715,SRR3996349,TRANSCRIPTOMIC,PAIRED,0,322,GSM2258374,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 1",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509015,SRS1598715,SRR3996350,TRANSCRIPTOMIC,PAIRED,0,378,GSM2258374,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 1",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509015,SRS1598715,SRR3996351,TRANSCRIPTOMIC,PAIRED,0,431,GSM2258374,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 1",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509013,SRS1598716,SRR3996358,TRANSCRIPTOMIC,PAIRED,0,279,GSM2258376,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 2",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509013,SRS1598716,SRR3996359,TRANSCRIPTOMIC,PAIRED,0,264,GSM2258376,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 2",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509013,SRS1598716,SRR3996360,TRANSCRIPTOMIC,PAIRED,0,318,GSM2258376,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 2",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509013,SRS1598716,SRR3996361,TRANSCRIPTOMIC,PAIRED,0,276,GSM2258376,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 2",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509013,SRS1598716,SRR3996362,TRANSCRIPTOMIC,PAIRED,0,320,GSM2258376,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 2",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509013,SRS1598716,SRR3996363,TRANSCRIPTOMIC,PAIRED,0,364,GSM2258376,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 2",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509014,SRS1598717,SRR3996352,TRANSCRIPTOMIC,PAIRED,0,402,GSM2258375,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 3",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509014,SRS1598717,SRR3996353,TRANSCRIPTOMIC,PAIRED,0,216,GSM2258375,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 3",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509014,SRS1598717,SRR3996354,TRANSCRIPTOMIC,PAIRED,0,231,GSM2258375,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 3",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509014,SRS1598717,SRR3996355,TRANSCRIPTOMIC,PAIRED,0,210,GSM2258375,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 3",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509014,SRS1598717,SRR3996356,TRANSCRIPTOMIC,PAIRED,0,238,GSM2258375,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 3",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509014,SRS1598717,SRR3996357,TRANSCRIPTOMIC,PAIRED,0,265,GSM2258375,<not provided>,"Santhica 27, 20-days hypocotyl, biological replicate 3",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509024,SRS1598708,SRR3996292,TRANSCRIPTOMIC,PAIRED,0,330,GSM2258365,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 1",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509024,SRS1598708,SRR3996293,TRANSCRIPTOMIC,PAIRED,0,172,GSM2258365,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 1",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509024,SRS1598708,SRR3996294,TRANSCRIPTOMIC,PAIRED,0,211,GSM2258365,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 1",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509024,SRS1598708,SRR3996295,TRANSCRIPTOMIC,PAIRED,0,205,GSM2258365,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 1",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509024,SRS1598708,SRR3996296,TRANSCRIPTOMIC,PAIRED,0,225,GSM2258365,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 1",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509024,SRS1598708,SRR3996297,TRANSCRIPTOMIC,PAIRED,0,245,GSM2258365,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 1",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509023,SRS1598706,SRR3996298,TRANSCRIPTOMIC,PAIRED,0,397,GSM2258366,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 2",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509023,SRS1598706,SRR3996299,TRANSCRIPTOMIC,PAIRED,0,202,GSM2258366,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 2",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509023,SRS1598706,SRR3996300,TRANSCRIPTOMIC,PAIRED,0,230,GSM2258366,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 2",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509023,SRS1598706,SRR3996301,TRANSCRIPTOMIC,PAIRED,0,203,GSM2258366,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 2",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509023,SRS1598706,SRR3996302,TRANSCRIPTOMIC,PAIRED,0,231,GSM2258366,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 2",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509023,SRS1598706,SRR3996303,TRANSCRIPTOMIC,PAIRED,0,264,GSM2258366,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 2",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509022,SRS1598707,SRR3996304,TRANSCRIPTOMIC,PAIRED,0,424,GSM2258367,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 3",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509022,SRS1598707,SRR3996305,TRANSCRIPTOMIC,PAIRED,0,234,GSM2258367,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 3",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509022,SRS1598707,SRR3996306,TRANSCRIPTOMIC,PAIRED,0,246,GSM2258367,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 3",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509022,SRS1598707,SRR3996307,TRANSCRIPTOMIC,PAIRED,0,222,GSM2258367,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 3",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509022,SRS1598707,SRR3996308,TRANSCRIPTOMIC,PAIRED,0,247,GSM2258367,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 3",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509022,SRS1598707,SRR3996309,TRANSCRIPTOMIC,PAIRED,0,279,GSM2258367,<not provided>,"Santhica 27, 6-days hypocotyl, biological replicate 3",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509021,SRS1598709,SRR3996310,TRANSCRIPTOMIC,PAIRED,0,509,GSM2258368,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 1",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509021,SRS1598709,SRR3996311,TRANSCRIPTOMIC,PAIRED,0,255,GSM2258368,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 1",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509021,SRS1598709,SRR3996312,TRANSCRIPTOMIC,PAIRED,0,286,GSM2258368,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 1",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509021,SRS1598709,SRR3996313,TRANSCRIPTOMIC,PAIRED,0,244,GSM2258368,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 1",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509021,SRS1598709,SRR3996314,TRANSCRIPTOMIC,PAIRED,0,287,GSM2258368,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 1",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509021,SRS1598709,SRR3996315,TRANSCRIPTOMIC,PAIRED,0,328,GSM2258368,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 1",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509020,SRS1598710,SRR3996316,TRANSCRIPTOMIC,PAIRED,0,472,GSM2258369,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 2",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509020,SRS1598710,SRR3996317,TRANSCRIPTOMIC,PAIRED,0,232,GSM2258369,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 2",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509020,SRS1598710,SRR3996318,TRANSCRIPTOMIC,PAIRED,0,285,GSM2258369,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 2",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509020,SRS1598710,SRR3996319,TRANSCRIPTOMIC,PAIRED,0,261,GSM2258369,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 2",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509020,SRS1598710,SRR3996320,TRANSCRIPTOMIC,PAIRED,0,296,GSM2258369,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 2",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509020,SRS1598710,SRR3996321,TRANSCRIPTOMIC,PAIRED,0,330,GSM2258369,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 2",6,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509019,SRS1598711,SRR3996322,TRANSCRIPTOMIC,PAIRED,0,182,GSM2258370,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 3",1,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509019,SRS1598711,SRR3996323,TRANSCRIPTOMIC,PAIRED,0,300,GSM2258370,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 3",2,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509019,SRS1598711,SRR3996324,TRANSCRIPTOMIC,PAIRED,0,327,GSM2258370,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 3",3,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509019,SRS1598711,SRR3996325,TRANSCRIPTOMIC,PAIRED,0,274,GSM2258370,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 3",4,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509019,SRS1598711,SRR3996326,TRANSCRIPTOMIC,PAIRED,0,326,GSM2258370,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 3",5,lanemerge,-,-,-
NCBI,SRP080857,SAMN05509019,SRS1598711,SRR3996327,TRANSCRIPTOMIC,PAIRED,0,374,GSM2258370,<not provided>,"Santhica 27, 9-days hypocotyl, biological replicate 3",6,lanemerge,-,-,-
Phylos 2016,SRP092005,SAMN05939410,SRS1759476,SRR4450127,GENOMIC,PAIRED,0,325,PGT-13061_Saroel,PGT-13061,Saroel,1,,,,Saroel
Phylos 2016,SRP092005,SAMN05937675,SRS1758018,SRR4448278,GENOMIC,PAIRED,0,161,16d650db5ad7-TSCA_Schrom,16d650db5ad7-TSCA,Schrom,1,,,,Schrom
Phylos 2016,SRP092005,SAMN05938159,SRS1758470,SRR4448731,GENOMIC,PAIRED,0,275,PGT-12249-11968_Senegal,PGT-12249-11968,Senegal,1,,Landrace,-,Landrace
Phylos 2016,SRP092005,SAMN05937718,SRS1757956,SRR4448217,GENOMIC,PAIRED,0,227,23a4e742d623-TSCA_SFU_OG_Kush,23a4e742d623-TSCA,SFU_OG_Kush,1,,OG Kush,https://www.leafly.com/hybrid/og-kush,OG Kush
Phylos 2016,SRP092005,SAMN05937514,SRS1760375,SRR4451212,GENOMIC,PAIRED,0,125,00bec7df53c3-TSCA_SFV,00bec7df53c3-TSCA,SFV,1,,SFV OG,https://www.leafly.com/hybrid/sfv-og,SFV OG
Phylos 2016,SRP092005,SAMN05938213,SRS1758357,SRR4448618,GENOMIC,PAIRED,0,284,PGT-12999_Shark_Shock,PGT-12999,Shark_Shock,1,,Shark Shock,https://www.leafly.com/indica/shark-shock,Shark Shock
Phylos 2016,SRP092005,SAMN05937753,SRS1757972,SRR4448233,GENOMIC,PAIRED,0,168,320102ed2907-TSCA_Sherbert,320102ed2907-TSCA,Sherbert,1,,Sherbert,https://www.leafly.com/hybrid/sunset-sherbert,Sherbert
Phylos 2016,SRP092005,SAMN05938109,SRS1758402,SRR4448663,GENOMIC,PAIRED,0,169,f92f34ddf979-TSCA_Silver_Tip,f92f34ddf979-TSCA,Silver_Tip,1,,,,Silver_Tip
